Unnamed: 0,Unnamed: 1,Unnamed: 2,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,minus_log10_pvalue,regulation,EnsemblID,GeneSymbol,GeneSymbol_upper,MouseGeneID,HumanOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability),MouseGeneID_clean,is_mitochondrial,pathway_categories
ENSMUSG00000028889,ENSMUSG00000028889,Yrdc,389.9070318,0.926451275,0.143738542,6.445392207,1.15e-10,2.79e-09,"9,938163718",up,ENSMUSG00000028889,Yrdc,YRDC,230734.0,79693.0,Yrdc,AV303379|BC023823|IRIP|ITIP,yrdC domain containing (E.coli),MitoCarta3.0,"manual, targetP signal, Rickettsial homolog",Matrix,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,Tpossible_mito,-1.7864,0.466,0.0,"targetP signal, Rickettsial homolog",ENSMUSG00000028889,Q3U5F4,280.0,3.0,NonMitoDomain,3.0,,NoMitoHomolog,Ortholog,,chr4,124850758.0,124855242.0,,,,,,,,,,,,,,,,,,,,,Mitochondria (Approved),230734,True,[]
ENSMUSG00000028959,ENSMUSG00000028959,Fastk,5227.094538,-0.576657623,0.123920921,-4.653432346,3.26e-06,2.62e-05,"5,486177013",down,ENSMUSG00000028959,Fastk,FASTK,66587.0,10922.0,Fastk,0610011K02Rik|610011K02Rik,Fas-activated serine/threonine kinase,MitoCarta3.0,"GFP, targetP signal, induction, coexpression",MIM,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Tmito,4.329,0.079,1.0,"GFP, targetP signal, induction, coexpression",ENSMUSG00000028959,Q8C725,545.0,4.0,,20.0,0.9,NoMitoHomolog,NoHomolog,,chr5,24441039.0,24445235.0,,,,,,,,,,,,,,,,,,,,,Mitochondria (Approved),66587,True,[]
ENSMUSG00000028982,ENSMUSG00000028982,Slc25a33,465.4180636,-0.909444913,0.15213672,-5.977813327,2.26e-09,4.1e-08,"8,645598287",down,ENSMUSG00000028982,Slc25a33,SLC25A33,70556.0,84275.0,Slc25a33,5730438N18Rik|Pn|Pnc1,"solute carrier family 25, member 33",MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+",MIM,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family,Tmito,8.7249,0.029,1.0,"literature, yeast mito homolog+, mito protein domain+",ENSMUSG00000028982,Q3TZX3,320.0,,MitoDomain,2.0,0.47,OrthologMitoLowConf,NoHomolog,0-25ambig,chr4,149744035.0,149774267.0,4.0,4.0,10.0,233000000.0,19.0,"brainstem, spinalcord, placenta, testis",,,7.7,7.6,,,,,,,,,7.6,8.0,,70556,True,['Transporters']
ENSMUSG00000029017,ENSMUSG00000029017,Pmpcb,1915.563539,-0.585794913,0.128842779,-4.54658708,5.45e-06,4.08e-05,"5,263421711",down,ENSMUSG00000029017,Pmpcb,PMPCB,73078.0,9512.0,Pmpcb,3110004O18Rik|MPP|MPP11|MPPB|MPPP52,peptidase (mitochondrial processing) beta,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",Matrix,"Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases",Tmito,41.3602,0.0,1.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000029017,Q9CXT8,489.0,1.0,MitoDomain,42.0,0.74,OrthologMitoLowConf,Homolog,50-75pure,chr5,21737159.0,21757152.0,14.0,22.0,275.0,23700000000.0,55.0,all 14,9.0,6.8,9.1,8.7,9.8,8.7,9.6,8.0,9.0,9.6,8.9,9.2,9.4,9.0,Mitochondria (Enhanced),73078,True,[]
ENSMUSG00000029524,ENSMUSG00000029524,Sirt4,222.4106883,-0.544858637,0.158520673,-3.437145608,0.000587879,0.002262936,"3,230711702",down,ENSMUSG00000029524,Sirt4,SIRT4,75387.0,23409.0,Sirt4,4930596O17Rik,sirtuin 4,MitoCarta3.0,"literature, targetP signal, mito protein domain",Matrix,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,Tmito,1.7669,0.201,1.0,"literature, targetP signal, mito protein domain",ENSMUSG00000029524,Q8R216,333.0,2.0,SharedDomain,1.0,,NoMitoHomolog,NoHomolog,0-25ambig,chr5,115478009.0,115484484.0,1.0,2.0,2.0,3390000.0,5.0,largeintestine,,,,,,,,,,,6.5,,,,,75387,True,[]
ENSMUSG00000029536,ENSMUSG00000029536,Gatc,699.69112,-0.543180589,0.130172736,-4.172767695,3.01e-05,0.000176089,"4,521546466",down,ENSMUSG00000029536,Gatc,GATC,384281.0,283459.0,Gatc,2010003O18Rik,"glutamyl-tRNA(Gln) amidotransferase, subunit C",MitoCarta3.0,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Tmito,23.7659,0.005,1.0,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",ENSMUSG00000029536,Q8CBY0,155.0,2.0,MitoDomain,16.0,0.91,NoMitoHomolog,Ortholog,25-50ambig,chr5,115333241.0,115341161.0,6.0,4.0,19.0,146000000.0,35.0,"cerebrum, cerebellum, spinalcord, kidney, largeintestine, testis",7.4,7.6,,7.0,7.7,,,,,,6.5,,,7.2,,384281,True,['Translation factors']
ENSMUSG00000029557,ENSMUSG00000029557,Mrm2,151.7524665,-0.897378584,0.207700222,-4.320547057,1.56e-05,0.000100846,"4,807870798",down,ENSMUSG00000029557,Mrm2,MRM2,68017.0,29960.0,Mrm2,2310037B18Rik|Ftsj|Ftsj2,mitochondrial rRNA methyltransferase 2,MitoCarta3.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Tmito,17.2855,0.003,1.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression",ENSMUSG00000029557,Q9CPY0,246.0,2.0,SharedDomain,9.0,,OrthologMitoHighConf,Homolog,0-25ambig,chr5,140327673.0,140331898.0,1.0,2.0,2.0,4750000.0,7.0,cerebrum,6.7,,,,,,,,,,,,,,,68017,True,"['Mitochondrial ribosome', 'Translation factors']"
ENSMUSG00000029575,ENSMUSG00000029575,Mmab,1151.024447,-0.581229704,0.180921158,-3.212613227,0.001315333,0.004473675,"2,880964315",down,ENSMUSG00000029575,Mmab,MMAB,77697.0,326625.0,Mmab,9130222L19Rik|ATR,methylmalonic aciduria (cobalamin deficiency) cblB type homolog (human),MitoCarta3.0,"APEX_matrix, GFP, targetP signal+, coexpression, MS/MS++",Matrix,Metabolism > Vitamin metabolism > Vitamin B12 metabolism,Tmito,15.6096,0.008,1.0,"APEX_matrix, GFP, targetP signal+, coexpression, MS/MS++",ENSMUSG00000029575,Q9D273,237.0,1.0,,29.0,,NoMitoHomolog,NoHomolog,50-75pure,chr5,114431033.0,114444027.0,13.0,14.0,176.0,2720000000.0,70.0,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",8.8,8.7,8.6,8.3,7.7,8.4,7.6,7.7,8.6,,7.9,7.9,7.7,7.1,Mitochondria (Approved),77697,True,[]
ENSMUSG00000029591,ENSMUSG00000029591,Ung,232.4200995,-0.711709216,0.17150832,-4.14970664,3.33e-05,0.000191613,"4,47768406",down,ENSMUSG00000029591,Ung,UNG,22256.0,7374.0,Ung,UNG1|UNG2,uracil DNA glycosylase,MitoCarta3.0,"literature, targetP signal, yeast mito homolog, mito protein domain, induction",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA repair,Tmito,8.5002,0.029,1.0,"literature, targetP signal, yeast mito homolog, mito protein domain, induction",ENSMUSG00000029591,P97931,306.0,2.0,SharedDomain,2.0,2.12,HomologMitoHighConf,NoHomolog,,chr5,114130434.0,114139321.0,,,,,,,,,,,,,,,,,,,,,Cytosol (Approved),22256,True,[]
ENSMUSG00000029592,ENSMUSG00000029592,Usp30,526.1566056,0.610288218,0.134043471,4.552912668,5.29e-06,3.97e-05,"5,276476681",up,ENSMUSG00000029592,Usp30,USP30,100756.0,84749.0,Usp30,6330590F17Rik|AI851327|D5Ertd483|D5Ertd483e,ubiquitin specific peptidase 30,MitoCarta3.0,"literature,targetP signal+, mito protein domain",MOM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",Tpossible_mito,3.8539,0.098,0.0,"targetP signal+, mito protein domain",ENSMUSG00000029592,Q3UN04,517.0,1.0,SharedDomain,1.0,,NoMitoHomolog,NoHomolog,0-25ambig,chr5,114100332.0,114122924.0,3.0,7.0,9.0,24800000.0,20.0,"adipose, placenta, testis",,,,,,,,,6.1,,,,6.8,7.2,,100756,True,[]
ENSMUSG00000029624,ENSMUSG00000029624,Ptcd1,592.5077554,0.733547654,0.191001508,3.840533316,0.000122767,0.000590321,"3,910917264",up,ENSMUSG00000029624,Ptcd1,PTCD1,71799.0,26024.0,Ptcd1,1110069M14Rik,pentatricopeptide repeat domain 1,MitoCarta3.0,"targetP signal, mito protein domain+, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules,Tpossible_mito,8.2156,0.03,1.0,"targetP signal, mito protein domain+, coexpression",ENSMUSG00000029624,Q8C2E4,695.0,3.0,MitoDomain,5.0,,NoMitoHomolog,NoHomolog,0-25ambig,chr5,145147377.0,145167104.0,3.0,5.0,7.0,39500000.0,7.0,"cerebellum, largeintestine, placenta",,6.9,,,,,,,,,7.2,,7.2,,Mitochondria (Approved),71799,True,[]
ENSMUSG00000030045,ENSMUSG00000030045,Mrpl19,299.0070033,-0.513571898,0.174619099,-2.941098081,0.00327051,0.009673902,"2,485384572",down,ENSMUSG00000030045,Mrpl19,MRPL19,56284.0,9801.0,Mrpl19,9030416F12Rik|9130412E02Rik|D6Ertd157|D6Ertd157e|MRP-|MRP-L15|RL|RLX1|Rpm|Rpml15,mitochondrial ribosomal protein L19,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,24.8375,0.003,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",ENSMUSG00000030045,Q9D338,292.0,2.0,SharedDomain,5.0,,OrthologMitoHighConf,Ortholog,25-50pure,chr6,81957841.0,81965949.0,11.0,14.0,87.0,1750000000.0,39.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.7,7.4,7.4,7.9,,7.9,,,8.3,8.5,8.6,7.7,8.5,8.3,Mitochondria (Supported),56284,True,"['Mitochondrial ribosome', 'Translation factors']"
ENSMUSG00000030088,ENSMUSG00000030088,Aldh1l1,324.9528268,1.085698246,0.192483779,5.640466174,1.7e-08,2.48e-07,"7,770598777",up,ENSMUSG00000030088,Aldh1l1,ALDH1L1,107747.0,10840.0,Aldh1l1,1810048F20Rik|FDH|Fthfd|Neut2,"aldehyde dehydrogenase 1 family, member L1",MitoCarta3.0,"APEX_matrix, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS",Matrix,Metabolism > Vitamin metabolism > Folate and 1-C metabolism,Tmito,12.1374,0.014,1.0,"APEX_matrix, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS",ENSMUSG00000030088,Q8R0Y6,902.0,,SharedDomain,7.0,0.71,HomologMitoLowConf,Homolog,50-75ambig,chr6,90550847.0,90599171.0,7.0,41.0,91.0,883000000.0,54.0,"cerebrum, liver, smallintestine, largeintestine, stomach, placenta, testis",6.4,,,,,8.6,,,,7.7,7.3,8.4,8.1,7.2,Cytosol (Supported),107747,True,[]
ENSMUSG00000030335,ENSMUSG00000030335,Mrpl51,2336.686178,-0.502495318,0.117281252,-4.28453235,1.83e-05,0.000115742,"4,737254821",down,ENSMUSG00000030335,Mrpl51,MRPL51,66493.0,51258.0,Mrpl51,2610511M02Rik|CDA0|CDA09|HSPC2|HSPC241|Mrp|Mrp64,mitochondrial ribosomal protein L51,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,21.382,0.004,1.0,"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression, MS/MS++",ENSMUSG00000030335,Q9CPY1,128.0,1.0,MitoDomain,17.0,,NoMitoHomolog,NoHomolog,50-75pure,chr6,125192199.0,125194392.0,13.0,12.0,102.0,2140000000.0,56.0,"cerebrum, cerebellum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.9,7.5,,7.7,8.3,8.1,8.6,8.1,8.2,8.4,8.5,8.0,8.4,8.0,Mitochondria (Supported),66493,True,"['Mitochondrial ribosome', 'Translation factors']"
ENSMUSG00000030409,ENSMUSG00000030409,Dmpk,6998.548208,-0.504621575,0.138178517,-3.651953898,0.000260253,0.001124175,"3,5846049",down,ENSMUSG00000030409,Dmpk,DMPK,13400.0,1760.0,Dmpk,DM|DMK|Dm15|MDPK|MT-PK,dystrophia myotonica-protein kinase,MitoCarta3.0,"literature, mito protein domain",MOM,0,Tmito,-6.4587,0.761,1.0,"literature, mito protein domain",ENSMUSG00000030409,P54265,631.0,,SharedDomain,2.0,,NoMitoHomolog,NoHomolog,,chr7,19083848.0,19093820.0,,,,,,,,,,,,,,,,,,,,,Cytosol (Approved),13400,True,[]
ENSMUSG00000030611,ENSMUSG00000030611,Mrps11,326.3427767,-0.719958076,0.193745532,-3.715998346,0.000202403,0.000901571,"3,693783258",down,ENSMUSG00000030611,Mrps11,MRPS11,67994.0,64963.0,Mrps11,0710005I03Rik|C79873|MRP-S11|S11mt,mitochondrial ribosomal protein S11,MitoCarta3.0,"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,17.4203,0.003,1.0,"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS",ENSMUSG00000030611,Q3U8Y1,191.0,2.0,SharedDomain,13.0,0.77,NoMitoHomolog,Homolog,50-75ambig,chr7,78783130.0,78792988.0,14.0,11.0,124.0,1860000000.0,64.0,all 14,8.2,7.8,7.8,7.3,8.4,8.1,7.7,7.7,8.0,7.8,8.5,7.7,8.6,8.3,Mitochondria (Supported),67994,True,"['Mitochondrial ribosome', 'Translation factors']"
ENSMUSG00000030614,ENSMUSG00000030614,Tmem126b,588.7642532,-0.979483376,0.136365203,-7.182795575,6.83e-13,2.59e-11,"12,1655781",down,ENSMUSG00000030614,Tmem126b,TMEM126B,68472.0,55863.0,Tmem126b,1110001A23Rik,transmembrane protein 126B,MitoCarta3.0,"mito protein domain+, MS/MS",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,Tpossible_mito,4.0801,0.088,0.0,"mito protein domain+, MS/MS",ENSMUSG00000030614,Q9D1R1,230.0,,MitoDomain,,,NoMitoHomolog,NoHomolog,25-50ambig,chr7,90468828.0,90475995.0,13.0,8.0,61.0,935000000.0,35.0,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.3,8.2,8.3,7.7,,7.2,7.3,7.7,7.7,7.2,7.8,7.4,7.7,7.8,Mitochondria (Supported),68472,True,['Complex I']
ENSMUSG00000030615,ENSMUSG00000030615,Tmem126a,1130.917021,-0.635154279,0.194580575,-3.264222438,0.00109765,0.003853069,"2,959536305",down,ENSMUSG00000030615,Tmem126a,TMEM126A,66271.0,84233.0,Tmem126a,1810020E01Rik,transmembrane protein 126A,MitoCarta3.0,"literature, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,23.7058,0.005,1.0,"literature, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000030615,Q9D8Y1,196.0,,MitoDomain,45.0,0.93,NoMitoHomolog,NoHomolog,50-75pure,chr7,90450711.0,90457208.0,14.0,14.0,429.0,11800000000.0,73.0,all 14,9.2,9.1,9.2,8.8,9.3,8.9,8.4,8.6,8.8,8.6,9.0,8.5,8.9,8.6,Cytosol (Approved),66271,True,['Complex I']
ENSMUSG00000030647,ENSMUSG00000030647,Ndufc2,1578.992781,-0.593636383,0.177077794,-3.352404433,0.000801129,0.002934774,"3,096297576",down,ENSMUSG00000030647,Ndufc2,NDUFC2,68197.0,4718.0,Ndufc2,1810004I06Rik|2010300P09Rik|G1|R75094,NADH:ubiquinone oxidoreductase subunit C2,MitoCarta3.0,"literature, APEX_IMS, mito protein domain+, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,Tmito,21.4388,0.004,1.0,"literature, APEX_IMS, mito protein domain+, coexpression++, MS/MS++",ENSMUSG00000030647,Q9CQ54,120.0,,MitoDomain,46.0,,NoMitoHomolog,NoHomolog,75-100pure,chr7,97400002.0,97407800.0,14.0,17.0,716.0,79500000000.0,81.0,all 14,9.9,9.8,10.0,9.6,10.1,9.7,9.5,9.2,9.6,9.8,9.8,9.7,9.5,9.3,Mitochondria (Supported),68197,True,['Complex I']
ENSMUSG00000030706,ENSMUSG00000030706,Mrpl48,854.3073684,-0.59295953,0.159756842,-3.711637776,0.000205923,0.000915755,"3,686296133",down,ENSMUSG00000030706,Mrpl48,MRPL48,52443.0,51642.0,Mrpl48,1810030E20Rik|2610028L11Rik|CGI-11|CGI-118|D4Ertd786|D4Ertd786e|L48mt|MRP-L48,mitochondrial ribosomal protein L48,MitoCarta3.0,"literature, APEX_matrix, mito protein domain, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,3.7627,0.1,1.0,"literature, APEX_matrix, mito protein domain, MS/MS++",ENSMUSG00000030706,Q8JZS9,211.0,,SharedDomain,,,NoMitoHomolog,NoHomolog,50-75pure,chr7,100549116.0,100583130.0,14.0,12.0,174.0,2200000000.0,61.0,all 14,8.2,8.2,8.4,7.9,8.2,8.0,7.8,7.6,8.2,7.9,8.8,7.6,8.4,7.9,,52443,True,"['Mitochondrial ribosome', 'Translation factors']"
ENSMUSG00000030869,ENSMUSG00000030869,Ndufab1,3541.107314,-0.653731604,0.167864391,-3.894403099,9.84e-05,0.000486251,"4,006824719",down,ENSMUSG00000030869,Ndufab1,NDUFAB1,70316.0,4706.0,Ndufab1,2210401F17Rik|2310039H15Rik|2610003B19Rik|8kD|8kDa|9130423F15Rik|ACP|CI-SDAP|SDAP,NADH:ubiquinone oxidoreductase subunit AB1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS+",MIM,OXPHOS > Complex I > CI subunits | Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | OXPHOS > OXPHOS subunits,Tmito,16.5102,0.003,1.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS+",ENSMUSG00000030869,Q9CR21,156.0,2.0,SharedDomain,,,HomologMitoHighConf,Ortholog,25-50pure,chr7,122088043.0,122101848.0,14.0,8.0,430.0,22100000000.0,28.0,all 14,9.4,9.0,9.3,8.2,9.6,9.2,9.1,8.7,9.3,9.3,8.8,8.8,8.9,9.5,Mitochondria (Supported),70316,True,['Complex I']
ENSMUSG00000031352,ENSMUSG00000031352,Hccs,773.6848864,-0.720444737,0.179567166,-4.012118437,6.02e-05,0.000318911,"4,220574561",down,ENSMUSG00000031352,Hccs,HCCS,15159.0,3052.0,Hccs,-,holocytochrome c synthetase,MitoCarta3.0,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS",IMS,Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS subunits | OXPHOS > Cytochrome C,Tmito,24.3143,0.003,1.0,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS",ENSMUSG00000031352,P53702,272.0,,MitoDomain,18.0,2.2,OrthologMitoHighConf,NoHomolog,50-75ambig,chrX,169311530.0,169320343.0,8.0,14.0,73.0,598000000.0,60.0,"cerebrum, spinalcord, heart, adipose, smallintestine, largeintestine, placenta, testis",7.1,,,7.1,,,7.9,,7.7,7.5,7.7,,8.4,8.1,Mitochondria (Enhanced),15159,True,[]
ENSMUSG00000031378,ENSMUSG00000031378,Abcd1,898.9087983,-0.55968621,0.097715531,-5.727709834,1.02e-08,1.57e-07,"7,992271478",down,ENSMUSG00000031378,Abcd1,ABCD1,11666.0,215.0,Abcd1,A|ALDP|Ald|Aldgh,"ATP-binding cassette, sub-family D (ALD), member 1",MitoCarta3.0,"targetP signal, Rickettsial homolog, mito protein domain, induction",Membrane,Small molecule transport > ABC transporters,Tpossible_mito,6.898,0.038,1.0,"targetP signal, Rickettsial homolog, mito protein domain, induction",ENSMUSG00000031378,P48410,736.0,3.0,SharedDomain,1.0,0.65,NoMitoHomolog,Homolog,0-25ambig,chrX,73716596.0,73738287.0,1.0,3.0,4.0,7100000.0,5.0,adipose,,,,,,,,,6.9,,,,,,,11666,True,[]
ENSMUSG00000031482,ENSMUSG00000031482,Slc25a15,342.4332795,-0.906425349,0.1904225,-4.760074834,1.94e-06,1.65e-05,"5,71327147",down,ENSMUSG00000031482,Slc25a15,SLC25A15,18408.0,10166.0,Slc25a15,D630044L02Rik|Or|Ornt1,"solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15",MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++",MIM,Metabolism > Amino acid metabolism > Urea cycle | Small molecule transport > SLC25A family,Tmito,20.454,0.004,1.0,"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++",ENSMUSG00000031482,Q9WVD5,301.0,,MitoDomain,8.0,,OrthologMitoLowConf,NoHomolog,75-100pure,chr8,22375549.0,22398621.0,7.0,20.0,257.0,14200000000.0,84.0,"spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta",,,,7.7,8.9,9.9,,,7.6,9.7,7.9,,8.8,,,18408,True,['Transporters']
ENSMUSG00000031485,ENSMUSG00000031485,Plpbp,1530.875388,0.514930758,0.146651785,3.511247792,0.000446008,0.001778846,"3,350656911",up,ENSMUSG00000031485,Plpbp,PLPBP,114863.0,11212.0,Plpbp,1700024N20Rik|2200002F22Rik|P|Prosc,pyridoxal phosphate binding protein,MitoCarta3.0,"APEX_matrix, targetP signal, coexpression, MS/MS++",Matrix,Metabolism > Vitamin metabolism > Vitamin B6 metabolism,Tmito,5.143,0.059,1.0,"APEX_matrix, targetP signal, coexpression, MS/MS++",ENSMUSG00000031485,Q9Z2Y8,274.0,4.0,NonMitoDomain,9.0,,NoMitoHomolog,NoHomolog,50-75pure,chr8,27042554.0,27056132.0,14.0,15.0,127.0,2760000000.0,65.0,all 14,8.4,7.8,8.2,8.4,8.4,7.9,8.0,7.0,8.3,8.2,8.1,7.8,9.0,7.8,Cytosol (Enhanced),114863,True,[]
ENSMUSG00000031730,ENSMUSG00000031730,Dhodh,320.7123715,-0.714753462,0.172982027,-4.131952177,3.6e-05,0.000204598,"4,444065277",down,ENSMUSG00000031730,Dhodh,DHODH,56749.0,1723.0,Dhodh,2810417D19Rik|AI834883,dihydroorotate dehydrogenase,MitoCarta3.0,"literature, mito protein domain, MS/MS++",MIM,"Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing | Metabolism > Electron carriers > Q-linked reactions, other",Tmito,3.7627,0.1,1.0,"literature, mito protein domain, MS/MS++",ENSMUSG00000031730,O35435,395.0,,SharedDomain,3.0,,NoMitoHomolog,NoHomolog,50-75pure,chr8,109593247.0,109608673.0,10.0,19.0,55.0,659000000.0,63.0,"cerebrum, spinalcord, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.6,,,7.3,7.8,,,7.4,8.1,7.5,8.1,7.6,7.2,8.2,Mitochondria (Enhanced),56749,True,['Transporters']
ENSMUSG00000032279,ENSMUSG00000032279,Idh3a,17315.42474,-0.591360336,0.180328811,-3.279344729,0.001040484,0.003686996,"2,982764386",down,ENSMUSG00000032279,Idh3a,IDH3A,67834.0,3419.0,Idh3a,1110003P10Rik|1500012E04Rik|AA407078|AI316514,isocitrate dehydrogenase 3 (NAD+) alpha,MitoCarta3.0,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle,Tmito,36.0312,0.0,1.0,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",ENSMUSG00000032279,Q9D6R2,366.0,3.0,SharedDomain,40.0,2.98,OrthologMitoHighConf,Homolog,50-75pure,chr9,54586510.0,54604662.0,14.0,43.0,3341.0,357000000000.0,70.0,all 14,10.6,10.3,10.8,10.3,10.5,9.4,10.6,10.5,10.5,10.3,10.2,9.9,10.3,9.9,Mitochondria (Enhanced),67834,True,['TCA cycle']
